iter	Logloss
476	0.04588010491
477	0.045825343
478	0.04564712008
479	0.04548910802
480	0.04534354869
481	0.04522752872
482	0.04508387447
483	0.0449269133
484	0.04479547035
485	0.0446985569
486	0.04446931693
487	0.04440244931
488	0.04428577755
489	0.04417318599
490	0.04414360385
491	0.04398083682
492	0.04385049148
493	0.043764417
494	0.0436200642
495	0.04351004153
496	0.04337215192
497	0.04328362381
498	0.04312569554
499	0.04296712685
500	0.04283583046
501	0.04278641607
502	0.04262563005
503	0.04249697634
504	0.04233871285
505	0.04224742703
506	0.04210062684
507	0.04194199132
508	0.04181423914
509	0.04173255044
510	0.04165610293
511	0.0415128073
512	0.04135691074
513	0.04126555643
514	0.04114224634
515	0.04105590719
516	0.04089370606
517	0.04079426957
518	0.04062796219
519	0.04053174613
520	0.04042520305
521	0.04027042008
522	0.04019422612
523	0.04004595576
524	0.03992356925
525	0.03980281731
526	0.03974505789
527	0.03968258049
528	0.03955479445
529	0.03944875435
530	0.03936513114
531	0.03928258027
532	0.03916769471
533	0.039023744
534	0.03894800221
535	0.03886302337
536	0.03880462546
537	0.03870344274
538	0.03864478711
539	0.03858023778
540	0.0384643541
541	0.03838601665
542	0.0382823627
543	0.03822147863
544	0.03812298309
545	0.03800464158
546	0.03785389937
547	0.03774313441
548	0.03760636716
549	0.03750581883
550	0.03742646526
551	0.03733124384
552	0.03717637818
553	0.03712229281
554	0.03702297849
555	0.03691996281
556	0.03683731627
557	0.03676878502
558	0.03663344896
559	0.03650630057
560	0.03638235315
561	0.03630187206
562	0.03620809362
563	0.03615858038
564	0.03609681618
565	0.03605587051
566	0.03596528602
567	0.03589233776
568	0.03579747449
569	0.03575812163
570	0.03565757572
571	0.03551685383
572	0.03540170127
573	0.03531069914
574	0.03516076848
575	0.0350830026
576	0.03498273904
577	0.0349061611
578	0.03483876663
579	0.03477949755
580	0.03465184319
581	0.03451679251
582	0.03448041843
583	0.03439604213
584	0.03432547696
585	0.03423362503
586	0.03414169215
587	0.03410217267
588	0.03397195118
589	0.0338945253
590	0.03385761364
591	0.03377330359
592	0.03374149556
593	0.03367516743
594	0.03359640504
595	0.03350261941
596	0.0333503569
597	0.03323758689
598	0.03316879458
599	0.03315960123
600	0.03310355168
601	0.03304170743
602	0.03297796544
603	0.03296370195
604	0.03282631694
605	0.03275883125
606	0.03264538357
607	0.03256780581
608	0.0324617864
609	0.03243239597
610	0.03234381905
611	0.0323120457
612	0.03225125529
613	0.03211044387
614	0.03200142135
615	0.03192653743
616	0.03178773881
617	0.03171516254
618	0.03163735345
619	0.03159386261
620	0.03151486814
621	0.0313985919
622	0.03134343843
623	0.03126269716
624	0.03123627689
625	0.03116588387
626	0.03103626588
627	0.03094815456
628	0.03089108239
629	0.03083795593
630	0.03079424226
631	0.03067806573
632	0.03063974026
633	0.03058883945
634	0.03054021857
635	0.03045872211
636	0.03043368497
637	0.03033256012
638	0.03026751551
639	0.0302141636
640	0.03016021632
641	0.03009767918
642	0.02997703736
643	0.02989424083
644	0.02982530022
645	0.02978667639
646	0.02972979131
647	0.02962465794
648	0.02955780736
649	0.02952418094
650	0.0293893623
651	0.02935570649
652	0.02922665477
653	0.02918038761
654	0.02915734866
655	0.02906016806
656	0.02895649326
657	0.02882851955
658	0.02874191893
659	0.028690196
660	0.02867845549
661	0.02860754527
662	0.02852655951
663	0.02842758155
664	0.02835595084
665	0.02825809211
666	0.02818866973
667	0.02812136921
668	0.02807316919
669	0.02798260252
670	0.02786714701
671	0.02778086854
672	0.02772046556
673	0.02762200791
674	0.02755953466
675	0.02749477073
676	0.02743365176
677	0.02735584943
678	0.02729329233
679	0.02722024909
680	0.02716356098
681	0.0270702579
682	0.02700452216
683	0.02689221447
684	0.02683811806
685	0.02674782088
686	0.02668272174
687	0.02664913206
688	0.02661401969
689	0.02657208791
690	0.02651434459
691	0.02645625754
692	0.02640810732
693	0.02633017146
694	0.02626006748
695	0.02619681632
696	0.02613079983
697	0.02607767595
698	0.0259856274
699	0.02595499581
700	0.02590374838
701	0.02583980312
702	0.02575490419
703	0.02571004828
704	0.02565070692
705	0.02558588467
706	0.02556559085
707	0.02553769933
708	0.0255015201
709	0.02544555148
710	0.02537621318
711	0.02528764574
712	0.02524523449
713	0.0251762976
714	0.02512302876
715	0.02504567092
716	0.02500936678
717	0.02497766366
718	0.02495038594
719	0.02489868265
720	0.0248590466
721	0.02480487974
722	0.02473341035
723	0.0247034913
724	0.02464295818
725	0.02459045506
726	0.02454711949
727	0.02448991847
728	0.02443755665
729	0.02435525787
730	0.02427916792
731	0.02424833207
732	0.02420285067
733	0.02417786693
734	0.02414603443
735	0.0240977263
736	0.02407952521
737	0.02402196486
738	0.02394726497
739	0.0238655472
740	0.02379608032
741	0.02375516754
742	0.02371811868
743	0.02364020744
744	0.02361543662
745	0.02359004061
746	0.02351801058
747	0.0234418273
748	0.02340743543
749	0.02339084196
750	0.02333392176
751	0.02331017182
752	0.02325309235
753	0.02318111855
754	0.02312473103
755	0.02306475718
756	0.02302387284
757	0.02296558653
758	0.02291236076
759	0.0228784678
760	0.02281031763
761	0.0227692677
762	0.02273059773
763	0.02265931715
764	0.02261974707
765	0.0225711834
766	0.02250447678
767	0.02245722357
768	0.02240343019
769	0.02236568112
770	0.02230870337
771	0.02230441871
772	0.02227960007
773	0.02219385783
774	0.02217206371
775	0.02210591624
776	0.02204320679
777	0.02198714331
778	0.02195192849
779	0.0219115483
780	0.02183287759
781	0.02178564595
782	0.02174018894
783	0.02168741065
784	0.02163829401
785	0.02159325369
786	0.02157011606
787	0.02153156782
788	0.0214877632
789	0.0214286716
790	0.02137905148
791	0.02132723126
792	0.02126051117
793	0.02121860376
794	0.02119038016
795	0.02115594541
796	0.02112328559
797	0.02106123646
798	0.0210305164
799	0.0209767049
800	0.02094747787
801	0.02089296869
802	0.02081563149
803	0.02075438858
804	0.02071774677
805	0.0206750662
806	0.02063977225
807	0.02060007091
808	0.02057803658
809	0.02054316499
810	0.0204844011
811	0.02042309078
812	0.02037989072
813	0.02031831639
814	0.02026360624
815	0.02021913237
816	0.02017340738
817	0.02013171011
818	0.02009833083
819	0.02006742975
820	0.02002302625
821	0.01996847483
822	0.01989613449
823	0.01986466925
824	0.01981501438
825	0.01975841035
826	0.0197311698
827	0.01966741516
828	0.01962815032
829	0.01960937807
830	0.01958220637
831	0.01957665242
832	0.01953055559
833	0.01947082091
834	0.01946217539
835	0.01940840941
836	0.01938673124
837	0.01932105648
838	0.01929583752
839	0.0192712282
840	0.01923813077
841	0.01919314538
842	0.01916868969
843	0.01912007866
844	0.01908186673
845	0.01903696842
846	0.01896574058
847	0.01890439791
848	0.01884067311
849	0.01879557888
850	0.01875077511
851	0.01868953961
852	0.0186630646
853	0.01861247143
854	0.01855497195
855	0.01850345152
856	0.01844896311
857	0.01840938457
858	0.01836815567
859	0.01831973191
860	0.01828466582
861	0.01826189132
862	0.01821225992
863	0.01817713606
864	0.01815997264
865	0.01812105225
866	0.01807680958
867	0.01804231042
868	0.01801705108
869	0.01799293407
870	0.01795122469
871	0.01791010843
872	0.01787500626
873	0.01782201711
874	0.01780337469
875	0.01778130574
876	0.01774963871
877	0.01769813552
878	0.01767940332
879	0.01767644741
880	0.0176453762
881	0.0176078446
882	0.01756604261
883	0.01754636763
884	0.0175089284
885	0.01746430978
886	0.01744950873
887	0.01742208024
888	0.0173839039
889	0.01731701483
890	0.01727573529
891	0.017240085
892	0.01720986556
893	0.01719202638
894	0.01717915638
895	0.01713710654
896	0.01712460474
897	0.01709963706
898	0.0170600206
899	0.01702247579
900	0.01699186708
901	0.01695856326
902	0.01693245238
903	0.01689261414
904	0.01686814711
905	0.0168516307
906	0.01681445083
907	0.01677069887
908	0.01672787647
909	0.01671202338
910	0.01668676403
911	0.01665481251
912	0.01662398818
913	0.0165801541
914	0.01654935445
915	0.01651122176
916	0.01647889715
917	0.01644611719
918	0.01641102113
919	0.01636603347
920	0.01634529828
921	0.01630727087
922	0.0162729378
923	0.01624771209
924	0.01622249173
925	0.01619477557
926	0.01615888474
927	0.01611590553
928	0.01609010976
929	0.01605072507
930	0.01602171983
931	0.01597469465
932	0.01595029106
933	0.01591277058
934	0.01588939608
935	0.01586697928
936	0.01584037473
937	0.01582688088
938	0.01579441579
939	0.01578270004
940	0.01577145147
941	0.01574830549
942	0.0157249356
943	0.01569712816
944	0.01566164171
945	0.0156220698
946	0.01558990006
947	0.01554853024
948	0.01553577688
949	0.01550282546
950	0.01546878049
951	0.0154241279
952	0.01539138607
953	0.01537073612
954	0.0153469436
955	0.0153189376
956	0.01530840931
957	0.01528608475
958	0.01524675619
959	0.01521388979
960	0.01518413155
961	0.01515730731
962	0.01514808212
963	0.0151342968
964	0.01509944861
965	0.01506521284
966	0.01503808246
967	0.01501033847
968	0.01496375906
969	0.01491955888
970	0.01489005045
971	0.01485503173
972	0.01481391166
973	0.01480209183
974	0.01477961453
975	0.01475281084
976	0.01471999853
977	0.01469076975
978	0.01465518554
979	0.01463895162
980	0.01462006884
981	0.01459951991
982	0.01458721766
983	0.01458342723
984	0.01454837065
985	0.01451887645
986	0.014507683
987	0.01448045122
988	0.01445424985
989	0.01442270128
990	0.01439271385
991	0.01436611145
992	0.01434120606
993	0.01430324506
994	0.01426714225
995	0.01425085051
996	0.01421675809
997	0.0141891999
998	0.01415772223
999	0.01412562249
